county,area,lat,lon
"Alcona,MI",1790,44.657509,-83.29458
"Alger,MI",5047,46.521736,-86.657119
"Allegan,MI",1833,42.421251,-86.261403
"Alpena,MI",1694,44.894954,-83.426574
"Antrim,MI",601,45.005455,-85.175639
"Arenac,MI",680,44.036833,-83.740675
"Baraga,MI",1068,46.695859,-88.36181
"Barry,MI",577,42.582811,-85.31455
"Bay,MI",630,43.699711,-83.978701
"Benzie,MI",859,44.636844,-86.231999
"Berrien,MI",1581,41.791382,-86.742543
"Branch,MI",519,41.918455,-85.066885
"Calhoun,MI",718,42.24299,-85.012385
"Cass,MI",508,41.917243,-86.000142
"Charlevoix,MI",1390,45.618554,-85.543684
"Cheboygan,MI",885,45.476022,-84.495431
"Chippewa,MI",2698,46.321819,-84.52063
"Clare,MI",575,43.991137,-84.838325
"Clinton,MI",574,42.950455,-84.591695
"Crawford,MI",563,44.680175,-84.611343
"Delta,MI",1991,45.805229,-86.901938
"Dickinson,MI",776,46.012833,-87.866139
"Eaton,MI",579,42.58953,-84.84645
"Emmet,MI",881,45.590094,-84.986822
"Genesee,MI",649,43.021077,-83.706372
"Gladwin,MI",515,43.98975,-84.389816
"Gogebic,MI",1476,46.488054,-89.788314
"Grand Traverse,MI",601,44.718688,-85.553848
"Gratiot,MI",571,43.292326,-84.60469
"Hillsdale,MI",607,41.927461,-84.637479
"Houghton,MI",1501,46.998427,-88.651903
"Huron,MI",2136,43.907616,-82.857045
"Ingham,MI",560,42.603534,-84.373811
"Ionia,MI",580,42.94465,-85.073766
"Iosco,MI",1890,44.386912,-83.380141
"Iron,MI",1211,46.170254,-88.540526
"Isabella,MI",577,43.645233,-84.839424
"Jackson,MI",723,42.248474,-84.420868
"Kalamazoo,MI",580,42.246266,-85.532854
"Kalkaska,MI",570,44.678881,-85.088992
"Kent,MI",871,43.032497,-85.547446
"Keweenaw,MI",5966,47.367297,-88.351332
"Lake,MI",574,43.995187,-85.8114
"Lapeer,MI",662,43.088633,-83.224325
"Leelanau,MI",2532,45.146182,-86.051574
"Lenawee,MI",761,41.896022,-84.074356
"Livingston,MI",585,42.602532,-83.911718
"Luce,MI",1912,46.510988,-85.517552
"Mackinac,MI",2100,46.167868,-85.303762
"Macomb,MI",570,42.671553,-82.911456
"Manistee,MI",1280,44.245268,-86.327537
"Marquette,MI",3425,46.656596,-87.584028
"Mason,MI",1242,43.957196,-86.442937
"Mecosta,MI",571,43.635295,-85.332751
"Menominee,MI",1338,45.535568,-87.501457
"Midland,MI",528,43.648203,-84.379414
"Missaukee,MI",573,44.325424,-85.085471
"Monroe,MI",679,41.916097,-83.487106
"Montcalm,MI",720,43.312782,-85.149468
"Montmorency,MI",562,45.024134,-84.130107
"Muskegon,MI",1460,43.428739,-86.420908
"Newaygo,MI",861,43.562712,-85.791372
"Oakland,MI",907,42.660452,-83.38421
"Oceana,MI",1305,43.603954,-86.467177
"Ogemaw,MI",574,44.33328,-84.128073
"Ontonagon,MI",3740,46.835325,-89.276912
"Osceola,MI",573,43.997552,-85.322283
"Oscoda,MI",571,44.687257,-84.126905
"Otsego,MI",526,45.021787,-84.576603
"Ottawa,MI",1631,43.054969,-86.219349
"Presque Isle,MI",2572,45.252397,-83.432283
"Roscommon,MI",580,44.339517,-84.611271
"Saginaw,MI",815,43.328267,-84.05541
"St. Clair,MI",836,42.928803,-82.668913
"St. Joseph,MI",521,41.911488,-85.52287
"Sanilac,MI",1589,43.449155,-82.642815
"Schoolcraft,MI",1883,46.021122,-86.197029
"Shiawassee,MI",540,42.951545,-84.146352
"Tuscola,MI",913,43.487902,-83.436618
"Van Buren,MI",1089,42.28215,-86.306076
"Washtenaw,MI",722,42.252217,-83.843423
"Wayne,MI",672,42.284664,-83.261953
"Wexford,MI",575,44.331375,-85.570046
"Aitkin,MN",1994,46.602409,-93.419694
"Anoka,MN",446,45.27411,-93.242723
"Becker,MN",1445,46.937629,-95.741757
"Beltrami,MN",3055,47.879508,-95.00505
"Benton,MN",413,45.701225,-94.00144
"Big Stone,MN",528,45.419925,-96.402226
"Blue Earth,MN",765,44.03371,-94.064012
"Brown,MN",618,44.246541,-94.733647
"Carlton,MN",875,46.603818,-92.671044
"Carver,MN",375,44.82132,-93.800091
"Cass,MN",2413,46.951745,-94.333705
"Chippewa,MN",587,45.028625,-95.564108
"Chisago,MN",442,45.505444,-92.903849
"Clay,MN",1052,46.898377,-96.494901
"Clearwater,MN",1030,47.575873,-95.371117
"Cook,MN",3339,47.758556,-90.344319
"Cottonwood,MN",648,44.010639,-95.183152
"Crow Wing,MN",1156,46.491653,-94.070718
"Dakota,MN",586,44.670893,-93.062481
"Dodge,MN",439,44.020706,-92.869353
"Douglas,MN",720,45.936835,-95.462155
"Faribault,MN",721,43.676522,-93.947234
"Fillmore,MN",862,43.679187,-92.093937
"Freeborn,MN",722,43.674202,-93.350289
"Goodhue,MN",779,44.406178,-92.716
"Grant,MN",575,45.930743,-96.010699
"Hennepin,MN",606,45.006121,-93.475228
"Houston,MN",568,43.66699,-91.501556
"Hubbard,MN",999,47.095551,-94.91329
"Isanti,MN",451,45.562431,-93.296339
"Itasca,MN",2927,47.490817,-93.611102
"Jackson,MN",719,43.671111,-95.149731
"Kanabec,MN",533,45.94776,-93.297788
"Kandiyohi,MN",862,45.152714,-95.004981
"Kittson,MN",1103,48.77604,-96.780349
"Koochiching,MN",3155,48.245374,-93.782896
"Lac qui Parle,MN",778,44.999826,-96.176851
"Lake,MN",2990,47.517111,-91.411704
"Lake of the Woods,MN",1779,48.7681,-94.904633
"Le Sueur,MN",473,44.373421,-93.730106
"Lincoln,MN",548,44.408238,-96.272032
"Lyon,MN",721,44.409195,-95.847268
"McLeod,MN",505,44.821657,-94.272323
"Mahnomen,MN",582,47.328387,-95.811089
"Marshall,MN",1812,48.362728,-96.357761
"Martin,MN",729,43.677173,-94.547096
"Meeker,MN",644,45.123155,-94.527346
"Mille Lacs,MN",681,45.929043,-93.632996
"Morrison,MN",1153,46.020484,-94.266619
"Mower,MN",711,43.666249,-92.759514
"Murray,MN",719,44.015594,-95.761581
"Nicollet,MN",466,44.35882,-94.245684
"Nobles,MN",722,43.677686,-95.763132
"Norman,MN",876,47.329453,-96.463776
"Olmsted,MN",654,43.9995,-92.410096
"Otter Tail,MN",2224,46.405727,-95.714581
"Pennington,MN",618,48.069247,-96.037725
"Pine,MN",1434,46.10094,-92.763094
"Pipestone,MN",465,44.015361,-96.257015
"Polk,MN",1997,47.774254,-96.400027
"Pope,MN",716,45.589623,-95.446705
"Ramsey,MN",170,45.015204,-93.099965
"Red Lake,MN",432,47.865487,-96.08718
"Redwood,MN",881,44.403536,-95.254241
"Renville,MN",987,44.723697,-94.955617
"Rice,MN",515,44.350775,-93.298513
"Rock,MN",482,43.669587,-96.263238
"Roseau,MN",1678,48.761068,-95.821504
"St. Louis,MN",6860,47.578635,-92.514585
"Scott,MN",368,44.651811,-93.533733
"Sherburne,MN",451,45.453166,-93.769164
"Sibley,MN",600,44.575734,-94.230123
"Stearns,MN",1389,45.555235,-94.610482
"Steele,MN",432,44.015261,-93.220453
"Stevens,MN",575,45.593461,-95.992315
"Swift,MN",752,45.27581,-95.690124
"Todd,MN",979,46.066569,-94.900576
"Traverse,MN",585,45.769935,-96.474832
"Wabasha,MN",549,44.289634,-92.233454
"Wadena,MN",543,46.586986,-94.988608
"Waseca,MN",432,44.01846,-93.589844
"Washington,MN",423,45.037929,-92.890117
"Watonwan,MN",439,43.978109,-94.613798
"Wilkin,MN",751,46.362335,-96.476657
"Winona,MN",641,43.981353,-91.777044
"Wright,MN",714,45.175091,-93.966396
"Yellow Medicine,MN",763,44.715736,-95.862756
"Adams,MS",487,31.486224,-91.351797
"Alcorn,MS",401,34.886569,-88.581109
"Amite,MS",731,31.203933,-90.795542
"Attala,MS",736,33.090468,-89.588622
"Benton,MS",408,34.809593,-89.200213
"Bolivar,MS",907,33.799139,-90.88412
"Calhoun,MS",587,33.936634,-89.337114
"Carroll,MS",634,33.440795,-89.918887
"Chickasaw,MS",504,33.933277,-88.947558
"Choctaw,MS",419,33.345964,-89.251332
"Claiborne,MS",501,31.97281,-90.915424
"Clarke,MS",693,32.045374,-88.687976
"Clay,MS",416,33.65967,-88.782468
"Coahoma,MS",583,34.230316,-90.60401
"Copiah,MS",779,31.866915,-90.448758
"Covington,MS",414,31.633331,-89.548897
"DeSoto,MS",495,34.874922,-89.991211
"Forrest,MS",470,31.18858,-89.259447
"Franklin,MS",566,31.477773,-90.895457
"George,MS",483,30.855431,-88.642268
"Greene,MS",718,31.212845,-88.634811
"Grenada,MS",449,33.770031,-89.80274
"Hancock,MS",552,30.391641,-89.482791
"Harrison,MS",984,30.416536,-89.083376
"Hinds,MS",877,32.267788,-90.466017
"Holmes,MS",764,33.125942,-90.091197
"Humphreys,MS",431,33.130996,-90.523421
"Issaquena,MS",441,32.755539,-91.003535
"Itawamba,MS",540,34.281075,-88.363127
"Jackson,MS",1043,30.456005,-88.625101
"Jasper,MS",677,32.016748,-89.119176
"Jefferson,MS",527,31.733633,-91.043878
"Jefferson Davis,MS",409,31.564808,-89.827086
"Jones,MS",699,31.616601,-89.168532
"Kemper,MS",767,32.750136,-88.625631
"Lafayette,MS",679,34.353078,-89.485385
"Lamar,MS",499,31.197586,-89.506369
"Lauderdale,MS",715,32.403998,-88.660449
"Lawrence,MS",435,31.550009,-90.10753
"Leake,MS",585,32.76063,-89.52225
"Lee,MS",453,34.29237,-88.682439
"Leflore,MS",606,33.54979,-90.294934
"Lincoln,MS",588,31.535216,-90.453566
"Lowndes,MS",516,33.471424,-88.439723
"Madison,MS",742,32.63437,-90.03416
"Marion,MS",548,31.230167,-89.821712
"Marshall,MS",709,34.76619,-89.504231
"Monroe,MS",772,33.89003,-88.485038
"Montgomery,MS",407,33.500714,-89.639625
"Neshoba,MS",571,32.752518,-89.119274
"Newton,MS",579,32.40197,-89.118412
"Noxubee,MS",699,33.106606,-88.566152
"Oktibbeha,MS",461,33.422313,-88.876151
"Panola,MS",705,34.365205,-89.963065
"Pearl River,MS",819,30.774793,-89.586904
"Perry,MS",650,31.169307,-88.988755
"Pike,MS",410,31.177516,-90.397725
"Pontotoc,MS",501,34.227081,-89.037239
"Prentiss,MS",418,34.620566,-88.522184
"Quitman,MS",406,34.252833,-90.290171
"Rankin,MS",806,32.267123,-89.946063
"Scott,MS",610,32.411959,-89.533486
"Sharkey,MS",435,32.892395,-90.827613
"Simpson,MS",590,31.902505,-89.917709
"Smith,MS",637,32.019029,-89.494876
"Stone,MS",448,30.790184,-89.112297
"Sunflower,MS",706,33.605529,-90.59509
"Tallahatchie,MS",652,33.954529,-90.172243
"Tate,MS",410,34.649553,-89.943105
"Tippah,MS",459,34.763618,-88.918819
"Tishomingo,MS",444,34.738835,-88.234827
"Tunica,MS",476,34.652201,-90.37177
"Union,MS",416,34.489533,-89.002339
"Walthall,MS",404,31.164492,-90.103431
"Warren,MS",618,32.356095,-90.852384
"Washington,MS",760,33.273174,-90.944446
"Wayne,MS",813,31.642503,-88.678214
"Webster,MS",423,33.612061,-89.283961
"Wilkinson,MS",687,31.161091,-91.324617
"Winston,MS",610,33.078724,-89.037391
"Yalobusha,MS",495,34.030666,-89.703807
"Yazoo,MS",934,32.765675,-90.387928
"Adair,MO",569,40.190666,-92.603592
"Andrew,MO",436,39.988863,-94.803551
"Atchison,MO",550,40.431846,-95.437555
"Audrain,MO",696,39.214481,-91.843418
"Barry,MO",790,36.699376,-93.834334
"Barton,MO",596,37.500799,-94.344089
"Bates,MO",851,38.257217,-94.339246
"Benton,MO",752,38.301036,-93.287942
"Bollinger,MO",621,37.318427,-90.024645
"Boone,MO",691,38.989861,-92.310202
"Buchanan,MO",415,39.660369,-94.808173
"Butler,MO",699,36.71518,-90.40313
"Caldwell,MO",429,39.658998,-93.979179
"Callaway,MO",847,38.835547,-91.923446
"Camden,MO",708,38.026527,-92.765327
"Cape Girardeau,MO",586,37.384141,-89.685658
"Carroll,MO",701,39.427375,-93.500227
"Carter,MO",509,36.944858,-90.945705
"Cass,MO",702,38.646474,-94.354547
"Cedar,MO",498,37.733655,-93.850014
"Chariton,MO",766,39.517968,-92.96162
"Christian,MO",563,36.969739,-93.187614
"Clark,MO",511,40.407275,-91.729472
"Clay,MO",408,39.315551,-94.421502
"Clinton,MO",423,39.608723,-94.395803
"Cole,MO",398,38.503233,-92.280027
"Cooper,MO",569,38.847093,-92.810069
"Crawford,MO",743,37.966559,-91.313936
"Dade,MO",506,37.43235,-93.854878
"Dallas,MO",542,37.683583,-93.033815
"Daviess,MO",569,39.962839,-93.970053
"DeKalb,MO",425,39.894665,-94.40719
"Dent,MO",754,37.603072,-91.489717
"Douglas,MO",814,36.946517,-92.515892
"Dunklin,MO",547,36.153025,-90.062254
"Franklin,MO",930,38.413003,-91.072832
"Gasconade,MO",525,38.441183,-91.50578
"Gentry,MO",491,40.208127,-94.405321
"Greene,MO",677,37.258196,-93.340641
"Grundy,MO",438,40.112541,-93.565054
"Harrison,MO",726,40.34562,-93.992582
"Henry,MO",732,38.386491,-93.792628
"Hickory,MO",411,37.93691,-93.322988
"Holt,MO",470,40.095724,-95.219072
"Howard,MO",471,39.143365,-92.695926
"Howell,MO",928,36.774369,-91.887368
"Iron,MO",552,37.625971,-90.699587
"Jackson,MO",616,39.005364,-94.343211
"Jasper,MO",641,37.205197,-94.337259
"Jefferson,MO",664,38.25763,-90.543681
"Johnson,MO",833,38.741528,-93.811863
"Knox,MO",506,40.136856,-92.146835
"Laclede,MO",767,37.659698,-92.594843
"Lafayette,MO",638,39.068705,-93.802639
"Lawrence,MO",613,37.10659,-93.830551
"Lewis,MO",510,40.084559,-91.728803
"Lincoln,MO",640,39.062255,-90.962916
"Linn,MO",621,39.86444,-93.108019
"Livingston,MO",538,39.778587,-93.548201
"McDonald,MO",539,36.627955,-94.343716
"Macon,MO",812,39.829795,-92.56434
"Madison,MO",497,37.474481,-90.343413
"Maries,MO",529,38.162615,-91.923601
"Marion,MO",444,39.807538,-91.635379
"Mercer,MO",455,40.421413,-93.567631
"Miller,MO",599,38.21668,-92.429876
"Mississippi,MO",428,36.826264,-89.295929
"Moniteau,MO",418,38.633037,-92.583642
"Monroe,MO",670,39.49827,-92.006458
"Montgomery,MO",540,38.935184,-91.465427
"Morgan,MO",614,38.420806,-92.874835
"New Madrid,MO",696,36.594261,-89.655948
"Newton,MO",626,36.908371,-94.335034
"Nodaway,MO",877,40.361136,-94.883146
"Oregon,MO",791,36.68531,-91.401827
"Osage,MO",613,38.464253,-91.859504
"Ozark,MO",755,36.64959,-92.458549
"Pemiscot,MO",513,36.209916,-89.785942
"Perry,MO",484,37.71113,-89.802125
"Pettis,MO",686,38.727367,-93.285207
"Phelps,MO",674,37.866326,-91.790349
"Pike,MO",684,39.339959,-91.171607
"Platte,MO",426,39.37869,-94.761477
"Polk,MO",642,37.616761,-93.400817
"Pulaski,MO",551,37.824835,-92.207022
"Putnam,MO",519,40.478606,-93.014531
"Ralls,MO",483,39.553455,-91.524787
"Randolph,MO",487,39.439249,-92.492959
"Ray,MO",574,39.308401,-93.995746
"Reynolds,MO",814,37.366464,-90.972282
"Ripley,MO",631,36.65017,-90.874834
"St. Charles,MO",592,38.781102,-90.674915
"St. Clair,MO",702,38.04223,-93.77656
"Ste. Genevieve,MO",506,37.885845,-90.161531
"St. Francois,MO",454,37.810707,-90.473868
"St. Louis,MO",523,38.640688,-90.446073
"Saline,MO",766,39.13584,-93.204164
"Schuyler,MO",308,40.469361,-92.519016
"Scotland,MO",439,40.447686,-92.142824
"Scott,MO",425,37.047793,-89.568098
"Shannon,MO",1003,37.152498,-91.391328
"Shelby,MO",502,39.797531,-92.088719
"Stoddard,MO",828,36.851557,-89.947481
"Stone,MO",510,36.745822,-93.457842
"Sullivan,MO",651,40.209587,-93.109783
"Taney,MO",651,36.649827,-93.042819
"Texas,MO",1179,37.314257,-91.964478
"Vernon,MO",836,37.850196,-94.341597
"Warren,MO",437,38.761902,-91.159306
"Washington,MO",762,37.942611,-90.897018
"Wayne,MO",774,37.111074,-90.453931
"Webster,MO",593,37.280804,-92.87608
"Worth,MO",266,40.480499,-94.419198
"Wright,MO",683,37.267633,-92.479989
"St. Louis city,MO",66,38.635699,-90.244582
"Beaverhead,MT",5572,45.133863,-112.892869
"Big Horn,MT",5016,45.407868,-107.518162
"Blaine,MT",4238,48.428282,-108.967648
"Broadwater,MT",1238,46.329849,-111.497873
"Carbon,MT",2061,45.224468,-109.028554
"Carter,MT",3348,45.516825,-104.515324
"Cascade,MT",2711,47.316575,-111.350262
"Chouteau,MT",3996,47.886834,-110.4362
"Custer,MT",3793,46.261414,-105.550352
"Daniels,MT",1426,48.794429,-105.541739
"Dawson,MT",2383,47.26613,-104.898271
"Deer Lodge,MT",741,46.094672,-113.141624
"Fallon,MT",1622,46.318184,-104.405718
"Fergus,MT",4350,47.221816,-109.232956
"Flathead,MT",5256,48.295422,-114.052059
"Gallatin,MT",2633,45.518054,-111.163921
"Garfield,MT",4849,47.267184,-106.995991
"Glacier,MT",3035,48.705671,-112.990502
"Golden Valley,MT",1175,46.380624,-109.174586
"Granite,MT",1732,46.395955,-113.427356
"Hill,MT",2916,48.631959,-110.106321
"Jefferson,MT",1659,46.124232,-112.059428
"Judith Basin,MT",1870,47.032558,-110.30532
"Lake,MT",1653,47.642901,-114.083687
"Lewis and Clark,MT",3497,47.132013,-112.373367
"Liberty,MT",1447,48.559654,-111.036924
"Lincoln,MT",3674,48.552385,-115.463185
"McCone,MT",2682,47.629628,-105.757222
"Madison,MT",3603,45.32529,-111.913791
"Meagher,MT",2394,46.5857,-110.92174
"Mineral,MT",1223,47.129687,-115.085385
"Missoula,MT",2617,47.027263,-113.892691
"Musselshell,MT",1871,46.505281,-108.439763
"Park,MT",2813,45.463081,-110.53493
"Petroleum,MT",1674,47.141917,-108.226575
"Phillips,MT",5212,48.250143,-107.928897
"Pondera,MT",1641,48.228604,-112.220761
"Powder River,MT",3298,45.408926,-105.555344
"Powell,MT",2332,46.844225,-112.9311
"Prairie,MT",1742,46.812388,-105.503938
"Ravalli,MT",2400,46.077744,-114.105795
"Richland,MT",2103,47.785633,-104.563408
"Roosevelt,MT",2369,48.282747,-104.99517
"Rosebud,MT",5025,46.173206,-106.666792
"Sanders,MT",2789,47.756497,-115.180306
"Sheridan,MT",1705,48.705587,-104.533916
"Silver Bow,MT",718,45.896232,-112.660071
"Stillwater,MT",1805,45.658545,-109.381576
"Sweet Grass,MT",1862,45.811292,-109.944796
"Teton,MT",2291,47.819035,-112.281725
"Toole,MT",1944,48.645125,-111.733472
"Treasure,MT",984,46.227113,-107.275296
"Valley,MT",5061,48.34985,-106.670424
"Wheatland,MT",1427,46.496967,-109.857684
"Wibaux,MT",890,46.962966,-104.274518
"Yellowstone,MT",2648,45.936987,-108.276656
"Adams,NE",564,40.520632,-98.500044
"Antelope,NE",858,42.183225,-98.058037
"Arthur,NE",718,41.57193,-101.695917
"Banner,NE",746,41.53975,-103.726263
"Blaine,NE",714,41.931945,-99.996407
"Boone,NE",687,41.703934,-98.070476
"Box Butte,NE",1077,42.21038,-103.081779
"Boyd,NE",544,42.894448,-98.773022
"Brown,NE",1225,42.359562,-99.92392
"Buffalo,NE",975,40.855265,-99.074984
"Burt,NE",497,41.854179,-96.337746
"Butler,NE",590,41.226072,-97.132039
"Cass,NE",565,40.909878,-96.140609
"Cedar,NE",745,42.60456,-97.25687
"Chase,NE",897,40.53039,-101.694192
"Cherry,NE",6009,42.571323,-101.047653
"Cheyenne,NE",1196,41.214236,-103.011929
"Clay,NE",573,40.523669,-98.050858
"Colfax,NE",416,41.57496,-97.088945
"Cuming,NE",574,41.915865,-96.788517
"Custer,NE",2575,41.393893,-99.726866
"Dakota,NE",267,42.391624,-96.561327
"Dawes,NE",1400,42.713038,-103.135436
"Dawson,NE",1019,40.86784,-99.815583
"Deuel,NE",440,41.111903,-102.332609
"Dixon,NE",482,42.485086,-96.855784
"Dodge,NE",543,41.577008,-96.645852
"Douglas,NE",339,41.297091,-96.154066
"Dundy,NE",920,40.180165,-101.681133
"Fillmore,NE",576,40.52504,-97.596705
"Franklin,NE",576,40.183203,-98.96208
"Frontier,NE",980,40.530947,-100.406683
"Furnas,NE",720,40.192252,-99.908637
"Gage,NE",859,40.255234,-96.683453
"Garden,NE",1730,41.633364,-102.302985
"Garfield,NE",571,41.906912,-98.951283
"Gosper,NE",462,40.509095,-99.823206
"Grant,NE",783,41.913957,-101.755965
"Greeley,NE",570,41.567563,-98.530567
"Hall,NE",552,40.866027,-98.502664
"Hamilton,NE",544,40.872817,-98.022329
"Harlan,NE",574,40.178766,-99.403418
"Hayes,NE",713,40.537234,-101.047963
"Hitchcock,NE",718,40.176896,-101.044217
"Holt,NE",2417,42.459287,-98.784766
"Hooker,NE",721,41.920317,-101.117324
"Howard,NE",575,41.216851,-98.513342
"Jefferson,NE",575,40.175736,-97.143103
"Johnson,NE",376,40.394955,-96.265264
"Kearney,NE",516,40.50912,-98.947602
"Keith,NE",1109,41.194245,-101.644449
"Keya Paha,NE",773,42.87548,-99.718351
"Kimball,NE",952,41.199274,-103.703153
"Knox,NE",1139,42.634404,-97.891349
"Lancaster,NE",846,40.783547,-96.688658
"Lincoln,NE",2575,41.050322,-100.744481
"Logan,NE",571,41.542155,-100.443665
"Loup,NE",571,41.90279,-99.509276
"McPherson,NE",860,41.648414,-101.120851
"Madison,NE",575,41.909929,-97.606856
"Merrick,NE",496,41.16979,-98.031057
"Morrill,NE",1430,41.732204,-102.990594
"Nance,NE",448,41.402385,-97.991408
"Nemaha,NE",409,40.387389,-95.852721
"Nuckolls,NE",575,40.176492,-98.046842
"Otoe,NE",619,40.637992,-96.131027
"Pawnee,NE",432,40.137797,-96.245214
"Perkins,NE",884,40.857646,-101.627468
"Phelps,NE",540,40.516365,-99.406557
"Pierce,NE",574,42.271413,-97.610992
"Platte,NE",684,41.576866,-97.513467
"Polk,NE",440,41.187925,-97.570663
"Red Willow,NE",718,40.16942,-100.468576
"Richardson,NE",554,40.123743,-95.718603
"Rock,NE",1011,42.394749,-99.420851
"Saline,NE",576,40.516802,-97.131755
"Sarpy,NE",247,41.115064,-96.109125
"Saunders,NE",759,41.22339,-96.6421
"Scotts Bluff,NE",745,41.850506,-103.703021
"Seward,NE",575,40.871944,-97.140383
"Sheridan,NE",2469,42.512289,-102.36828
"Sherman,NE",571,41.218743,-98.972849
"Sioux,NE",2067,42.470668,-103.73217
"Stanton,NE",431,41.905045,-97.177109
"Thayer,NE",574,40.173429,-97.596235
"Thomas,NE",713,41.85573,-100.524703
"Thurston,NE",396,42.154061,-96.533943
"Valley,NE",570,41.564094,-98.983484
"Washington,NE",393,41.533973,-96.224577
"Wayne,NE",443,42.210746,-97.126243
"Webster,NE",575,40.180646,-98.49859
"Wheeler,NE",575,41.922575,-98.520853
"York,NE",575,40.873056,-97.596742
"Churchill,NV",5023,39.53771,-118.264166
"Clark,NV",8060,36.21413,-115.014398
"Douglas,NV",738,38.905129,-119.609019
"Elko,NV",17202,41.141133,-115.351424
"Esmeralda,NV",3589,37.778966,-117.632382
"Eureka,NV",4179,39.977788,-116.272208
"Humboldt,NV",9657,41.407914,-118.127591
"Lander,NV",5519,39.90021,-117.04724
"Lincoln,NV",10637,37.634605,-114.863037
"Lyon,NV",2026,39.022213,-119.197425
"Mineral,NV",3811,38.516647,-118.416279
"Nye,NV",18198,37.965864,-116.459011
"Pershing,NV",6067,40.439639,-118.409477
"Storey,NV",264,39.438385,-119.524646
"Washoe,NV",6540,40.73132,-119.663269
"White Pine,NV",8895,39.418176,-114.900565
"Carson City,NV",157,39.15306,-119.747368
"Belknap,NH",470,43.519109,-71.425366
"Carroll,NH",993,43.867774,-71.20156
"Cheshire,NH",728,42.92546,-72.248183
"Coos,NH",1830,44.652548,-71.289431
"Grafton,NH",1749,43.926439,-71.842424
"Hillsborough,NH",892,42.911532,-71.723055
"Merrimack,NH",954,43.299579,-71.680041
"Rockingham,NH",795,42.988664,-71.09908
"Strafford,NH",382,43.293272,-71.035589
"Sullivan,NH",552,43.361188,-72.222084
"Atlantic,NJ",671,39.469355,-74.633759
"Bergen,NJ",246,40.959698,-74.074727
"Burlington,NJ",820,39.875786,-74.663006
"Camden,NJ",227,39.802407,-74.961249
"Cape May,NJ",620,39.085841,-74.846354
"Cumberland,NJ",677,39.328434,-75.121628
"Essex,NJ",129,40.7874,-74.246292
"Gloucester,NJ",336,39.722875,-75.145679
"Hudson,NJ",62,40.731375,-74.078601
"Hunterdon,NJ",437,40.565283,-74.911969
"Mercer,NJ",228,40.282503,-74.703724
"Middlesex,NJ",322,40.439621,-74.40743
"Monmouth,NJ",661,40.287048,-74.152446
"Morris,NJ",481,40.858896,-74.547292
"Ocean,NJ",914,39.865669,-74.258864
"Passaic,NJ",198,41.036655,-74.299408
"Salem,NJ",372,39.573828,-75.357356
"Somerset,NJ",304,40.565527,-74.619938
"Sussex,NJ",535,41.137461,-74.691914
"Union,NJ",105,40.659871,-74.308696
"Warren,NJ",362,40.853491,-75.009498
"Bernalillo,NM",1167,35.053628,-106.66908
"Catron,NM",6929,33.901621,-108.391928
"Chaves,NM",6075,33.361604,-104.469837
"Cibola,NM",4542,34.928272,-107.99268
"Colfax,NM",3768,36.612964,-104.64011
"Curry,NM",1408,34.572984,-103.346055
"De Baca,NM",2334,34.359273,-104.368696
"Doña Ana,NM",3814,32.349919,-106.834968
"Eddy,NM",4198,32.457835,-104.306434
"Grant,NM",3967,32.732087,-108.381504
"Guadalupe,NM",3030,34.869782,-104.784968
"Harding,NM",2125,35.859352,-103.853424
"Hidalgo,NM",3447,31.898052,-108.751929
"Lea,NM",4394,32.795687,-103.413271
"Lincoln,NM",4831,33.740841,-105.449805
"Los Alamos,NM",109,35.870047,-106.307968
"Luna,NM",2965,32.184523,-107.747191
"McKinley,NM",5455,35.584062,-108.253294
"Mora,NM",1928,35.982841,-104.921898
"Otero,NM",6626,32.615599,-105.751308
"Quay,NM",2881,35.107018,-103.548071
"Rio Arriba,NM",5896,36.509669,-106.693983
"Roosevelt,NM",2453,34.021207,-103.483004
"Sandoval,NM",3714,35.685091,-106.883119
"San Juan,NM",5538,36.511624,-108.324578
"San Miguel,NM",4741,35.476859,-104.803519
"Santa Fe,NM",1911,35.514531,-105.963972
"Sierra,NM",4238,33.119468,-107.188161
"Socorro,NM",6648,33.991658,-106.939136
"Taos,NM",2203,36.577183,-105.638878
"Torrance,NM",3346,34.554978,-105.890557
"Union,NM",3831,36.488085,-103.475723
"Valencia,NM",1067,34.71684,-106.806582
"Albany,NY",533,42.58824,-73.97401
"Allegany,NY",1034,42.247853,-78.026153
"Bronx,NY",57,40.848711,-73.852939
"Broome,NY",715,42.161977,-75.830283
"Cattaraugus,NY",1322,42.239099,-78.662332
"Cayuga,NY",863,43.008546,-76.574587
"Chautauqua,NY",1500,42.304216,-79.407595
"Chemung,NY",410,42.148697,-76.752471
"Chenango,NY",898,42.478024,-75.602241
"Clinton,NY",1117,44.752712,-73.705643
"Columbia,NY",648,42.247696,-73.626718
"Cortland,NY",501,42.594039,-76.07624
"Delaware,NY",1467,42.193986,-74.966728
"Dutchess,NY",825,41.754825,-73.740014
"Erie,NY",1226,42.752759,-78.778192
"Essex,NY",1916,44.109601,-73.778431
"Franklin,NY",1697,44.594376,-74.31067
"Fulton,NY",532,43.115609,-74.423678
"Genesee,NY",495,43.00091,-78.192778
"Greene,NY",658,42.28697,-74.149542
"Hamilton,NY",1807,43.657879,-74.502456
"Herkimer,NY",1457,43.571009,-74.841097
"Jefferson,NY",1856,43.996389,-76.052968
"Kings,NY",96,40.635045,-73.95064
"Lewis,NY",1291,43.782706,-75.444132
